"","OncodriveCLUST","OncodriveFM","ActiveDriver","DriverNet","DawnRank","NetSig","CBNA","Hoang_FGF2_06True","Hoang_FGF2_07True","Hoang_HER2_06True","Hoang_HER2_07True","Hoang_VIM_06True","Hoang_VIM_07True","SC_HER2_06True","SC_HER2_07True","SC_VIM_06True","SC_VIM_07True","TP_HER2_07True"
"240","ENSG00000179134","ENSG00000146416","ENSG00000021574",NA,"ENSG00000047457","ENSG00000159348","ENSG00000154380","ENSG00000188779","ENSG00000184009","ENSG00000116584","ENSG00000133124","ENSG00000162337","ENSG00000196914","ENSG00000137337","ENSG00000169967","ENSG00000231925","ENSG00000221983","ENSG00000165119"
"241","ENSG00000186187","ENSG00000021574","ENSG00000179873",NA,"ENSG00000135447","ENSG00000143867","ENSG00000133216","ENSG00000198900","ENSG00000157077","ENSG00000094804","ENSG00000186868","ENSG00000164867","ENSG00000113721","ENSG00000125733","ENSG00000135624","ENSG00000100201","ENSG00000106355","ENSG00000082458"
"242","ENSG00000198053","ENSG00000111364","ENSG00000156509",NA,"ENSG00000198734","ENSG00000141447","ENSG00000182473","ENSG00000100207","ENSG00000143514","ENSG00000074266","ENSG00000171345","ENSG00000123416","ENSG00000096968","ENSG00000143801","ENSG00000175895","ENSG00000102054","ENSG00000121022","ENSG00000189091"
"243","ENSG00000240849","ENSG00000184432","ENSG00000152767",NA,"ENSG00000007174","ENSG00000138798","ENSG00000151702","ENSG00000147044","ENSG00000197111","ENSG00000128656","ENSG00000179348","ENSG00000107282","ENSG00000169375","ENSG00000129691","ENSG00000135046","ENSG00000100823","ENSG00000156587","ENSG00000187555"
"244","ENSG00000244687","ENSG00000117385","ENSG00000079841",NA,"ENSG00000164128","ENSG00000164305","ENSG00000128266","ENSG00000153094","ENSG00000135966","ENSG00000064692","ENSG00000109906","ENSG00000171105","ENSG00000133703","ENSG00000178950","ENSG00000171720","ENSG00000162613","ENSG00000089006","ENSG00000069869"
"245","ENSG00000055211","ENSG00000078618","ENSG00000101773",NA,"ENSG00000066468","ENSG00000066735","ENSG00000204628","ENSG00000177731","ENSG00000158301","ENSG00000131771","ENSG00000175866","ENSG00000128656","ENSG00000092820","ENSG00000101224","ENSG00000114315","ENSG00000135899","ENSG00000127022","ENSG00000171608"
"246","ENSG00000064545","ENSG00000165304","ENSG00000107485",NA,"ENSG00000149534","ENSG00000164399","ENSG00000105464","ENSG00000141232","ENSG00000168036","ENSG00000124788","ENSG00000113889","ENSG00000074181","ENSG00000128052","ENSG00000125398","ENSG00000148660","ENSG00000116560","ENSG00000172115","ENSG00000101773"
"247","ENSG00000070761","ENSG00000139117","ENSG00000198399",NA,"ENSG00000149575","ENSG00000185024","ENSG00000105723","ENSG00000101040","ENSG00000167110","ENSG00000185002","ENSG00000171094","ENSG00000165731","ENSG00000132334","ENSG00000196150","ENSG00000119729","ENSG00000068305","ENSG00000128272","ENSG00000169083"
"248","ENSG00000089050","ENSG00000141279","ENSG00000197558",NA,"ENSG00000139618","ENSG00000171552","ENSG00000185359","ENSG00000182473","ENSG00000100485","ENSG00000111046","ENSG00000173805","ENSG00000120907","ENSG00000011451","ENSG00000141582","ENSG00000124171","ENSG00000129515","ENSG00000134283","ENSG00000186868"
"249","ENSG00000089289","ENSG00000155465","ENSG00000117475",NA,"ENSG00000145362","ENSG00000181163","ENSG00000109971","ENSG00000170677","ENSG00000068323","ENSG00000091831","ENSG00000117394","ENSG00000140262","ENSG00000157540","ENSG00000099875","ENSG00000105229","ENSG00000119139","ENSG00000110958","ENSG00000111046"
"250","ENSG00000097046","ENSG00000187555","ENSG00000146701",NA,"ENSG00000157765","ENSG00000173334","ENSG00000144381","ENSG00000170004","ENSG00000153147","ENSG00000185499","ENSG00000047932","ENSG00000135821","ENSG00000159023","ENSG00000167967","ENSG00000085733","ENSG00000106299","ENSG00000113068","ENSG00000131095"
